# ----------------------------------------,,,,,,,
# cornellsun.com,,,,,,,
# Demographics: Age,,,,,,,
# 20161108-20171129,,,,,,,
# ----------------------------------------,,,,,,,
,,Total,18-24,25-34,45-54,35-44,55-64
18-24,"""GUEST ROOM | Dear Dude From the Crime Report | The Cornell Daily Sun""",1215,1215,0,0,0,0
18-24,"""Cornellians Remember Hierro‰Ûªs Leadership in Latinx and LGBTQ+ Communities | The Cornell Daily Sun""",1207,1207,0,0,0,0
18-24,"""Fifth Greek Organization Suspended Since Start of Semester | The Cornell Daily Sun""",1207,1207,0,0,0,0
18-24,"""Police Arrest 2 Suspected of Cornell Campus Backpack Thefts | The Cornell Daily Sun""",1207,1207,0,0,0,0
18-24,"""Suspect in Walmart Homicide Holed up in Residence After Shooting at Police | The Cornell Daily Sun""",1207,1207,0,0,0,0
18-24,"""TEST SPIN: BTS ‰ÛÓ You Never Walk Alone | The Cornell Daily Sun""",1207,1207,0,0,0,0
55-64,"""Letter to the Editor: Prof. David Collum, Chemistry, is owed an apology and a retraction | The Cornell Daily Sun""",1207,0,0,0,0,1207
18-24,"""Cornell Considering Need-Aware Admissions for Transfers, Additional Controversial Measures | The Cornell Daily Sun""",1200,1200,0,0,0,0
25-34,"""161 Things Every Cornellian Should Do | The Cornell Daily Sun""",1200,0,1200,0,0,0
25-34,"""Alpha Xi Delta Sorority Suspended; First Sorority Suspension in 5 Years | The Cornell Daily Sun""",1200,0,1200,0,0,0
55-64,"""Cornell Alumnus Responsible for Oscars Envelope Bungle | The Cornell Daily Sun""",1200,0,0,0,0,1200
45-54,"""A Daring Photographer With a Love for Frisbee: Friends Remember Aalaap Narasipura ‰Ûª18 | The Cornell Daily Sun""",1186,0,0,1186,0,0
18-24,"""Professor Publishes Anti-Union Email Days Before Election | The Cornell Daily Sun""",1179,1179,0,0,0,0
35-44,"""Professor Has No Regrets After Controversial Chant | The Cornell Daily Sun""",1179,0,0,0,1179,0
25-34,"""Cornell Student Converts Old School Bus Into Solar Powered Home | The Cornell Daily Sun""",1172,0,1172,0,0,0
25-34,"""Cornell Sues Former Head Football Coach for Over $100K | The Cornell Daily Sun""",1172,0,1172,0,0,0
45-54,"""Cornell Sues Former Head Football Coach for Over $100K | The Cornell Daily Sun""",1172,0,0,1172,0,0
18-24,"""Santorum Calls Protests Disrupting Lecture Sign of ‰Û÷Liberal Intolerance‰Ûª at Cornell | The Cornell Daily Sun""",1165,1165,0,0,0,0
18-24,"""Winter Storm Stella Closes Cornell Campus | The Cornell Daily Sun""",1158,1158,0,0,0,0
18-24,"""Beta Theta Pi Brothers Break Guinness Record | The Cornell Daily Sun""",1151,1151,0,0,0,0
25-34,"""Fraternity Member Allegedly Chants ‰Û÷Build a Wall‰Ûª Near Latino Living Center | The Cornell Daily Sun""",1151,0,1151,0,0,0
18-24,"""McBride ‰Ûª17, Charged for Leaking Documents, To Face Hearing Board Wednesday | The Cornell Daily Sun""",1143,1143,0,0,0,0
18-24,"""Men‰Ûªs Hockey Incoming Freshman Selected By New York Rangers in NHL Draft | The Cornell Daily Sun""",1143,1143,0,0,0,0
45-54,"""Cornell‰Ûªs Class of 2020 Chosen From Record Number of Applicants | The Cornell Daily Sun""",1136,0,0,1136,0,0
18-24,"""3 Cornell Pitchers Selected in 2017 MLB Draft | The Cornell Daily Sun""",1129,1129,0,0,0,0
35-44,"""Suspect in Walmart Homicide Holed up in Residence After Shooting at Police | The Cornell Daily Sun""",1129,0,0,0,1129,0
25-34,"""Maguire Dealerships Owner Sues City of Ithaca, Mayor Over Zoning | The Cornell Daily Sun""",1122,0,1122,0,0,0
65+,"""Page not found | The Cornell Daily Sun""",1122,0,0,0,0,0
55-64,"""Cornell Republicans Chair Fires Back at Ann Coulter ‰Ûª84 After Tweet | The Cornell Daily Sun""",1115,0,0,0,0,1115
18-24,"""Chris Savino, Cartoon Brew, and How NOT to Respond to Sexual Violence | The Cornell Daily Sun""",1108,1108,0,0,0,0
18-24,"""DENSON | Why Athletes Should Be Our Role Models | The Cornell Daily Sun""",1108,1108,0,0,0,0
45-54,"""NYS Dive Team Finds Dead Body of Cornell Student in Ithaca Falls Gorge | The Cornell Daily Sun""",1108,0,0,1108,0,0
18-24,"""Uber, Lyft Begin Trial Period in Ithaca | The Cornell Daily Sun""",1101,1101,0,0,0,0
25-34,"""Cornell Hits Record Low Admissions Rate | The Cornell Daily Sun""",1101,0,1101,0,0,0
18-24,"""ICE Agents Arrest Man in Ithaca | The Cornell Daily Sun""",1094,1094,0,0,0,0
18-24,"""Louisiana Student Cries after Receiving Cornell Acceptance Letter in Viral Video | The Cornell Daily Sun""",1094,1094,0,0,0,0
45-54,"""Fifth Greek Organization Suspended Since Start of Semester | The Cornell Daily Sun""",1094,0,0,1094,0,0
25-34,"""Professors Cancel Class, Responding To ‰Û÷Shocking‰Ûª Election Results | The Cornell Daily Sun""",1087,0,1087,0,0,0
25-34,"""Prosecutor Charges White Cornell Student With Hate Crime for Allegedly Assaulting Black Student | The Cornell Daily Sun""",1087,0,1087,0,0,0
65+,"""Black Cornell Students Occupy Willard Straight Hall After Delivering Demands to President Pollack | The Cornell Daily Sun""",1080,0,0,0,0,0
18-24,"""Josh Peck Talks Jewish Identity, Working on ‰ÛÏDrake and Josh‰Ûù | The Cornell Daily Sun""",1072,1072,0,0,0,0
25-34,"""Cornell Alumni Purchase ‰Û÷Wings Over‰Ûª Franchise After Reviving Ithaca Restaurant | The Cornell Daily Sun""",1072,0,1072,0,0,0
35-44,"""The Not So Old West: The Magnificent Seven Updated | The Cornell Daily Sun""",1072,0,0,0,1072,0
45-54,"""Cornell Police Seek Help Identifying Suspects After Nearly $12,000 in Valuables Stolen | The Cornell Daily Sun""",1072,0,0,1072,0,0
45-54,"""Cornell Postdoc Found Dead in Adirondack Mountain River | The Cornell Daily Sun""",1072,0,0,1072,0,0
18-24,"""Cornell Professor Burkhauser Joins Trump Administration | The Cornell Daily Sun""",1065,1065,0,0,0,0
18-24,"""EDITORIAL: A Reckoning After Hate in Collegetown | The Cornell Daily Sun""",1065,1065,0,0,0,0
25-34,"""Police Charge Cornell Student With Additional Misdemeanor in Collegetown Assault | The Cornell Daily Sun""",1065,0,1065,0,0,0
35-44,"""EDITORIAL: Vote ‰Û÷No‰Ûª on New York State Constitutional Convention | The Cornell Daily Sun""",1065,0,0,0,1065,0
65+,"""Cornell Chimes to Play Grateful Dead Commemoration Concert | The Cornell Daily Sun""",1065,0,0,0,0,0
55-64,"""Black Students United‰Ûªs Demands in Hand, Cornell President Faces First Big Test | The Cornell Daily Sun""",1058,0,0,0,0,1058
18-24,"""EDITORIAL: No Endorsement! | The Cornell Daily Sun""",1051,1051,0,0,0,0
25-34,"""Cornell Highlights Contingency Plans for Potential DACA Repeal | The Cornell Daily Sun""",1051,0,1051,0,0,0
25-34,"""Definitive Rankings of All Eateries on Campus | The Cornell Daily Sun""",1051,0,1051,0,0,0
25-34,"""Uber, Lyft Begin Trial Period in Ithaca | The Cornell Daily Sun""",1051,0,1051,0,0,0
18-24,"""GUEST ROOM | Fraternity is Not for All | The Cornell Daily Sun""",1044,1044,0,0,0,0
25-34,"""Do Not Read This Review of Makoto Shinkai‰Ûªs Your Name | The Cornell Daily Sun""",1037,0,1037,0,0,0
25-34,"""Wings Over Ithaca to Reopen in Collegetown Under New Leadership | The Cornell Daily Sun""",1037,0,1037,0,0,0
35-44,"""NYS Dive Team Finds Dead Body of Cornell Student in Ithaca Falls Gorge | The Cornell Daily Sun""",1037,0,0,0,1037,0
45-54,"""Murder Suspect Identified, Held Without Bail | The Cornell Daily Sun""",1037,0,0,1037,0,0
55-64,"""Police Searching for Missing Cornell Student | The Cornell Daily Sun""",1037,0,0,0,0,1037
45-54,"""Professor Has No Regrets After Controversial Chant | The Cornell Daily Sun""",1030,0,0,1030,0,0
18-24,"""Collegetown Fire Displaces 9 Track and Field Athletes | The Cornell Daily Sun""",1023,1023,0,0,0,0
35-44,"""Fifth Greek Organization Suspended Since Start of Semester | The Cornell Daily Sun""",1023,0,0,0,1023,0
45-54,"""Cornell University Receives Record Number of Early Decision Applications | The Cornell Daily Sun""",1023,0,0,1023,0,0
55-64,"""Murder Suspect Identified, Held Without Bail | The Cornell Daily Sun""",1023,0,0,0,0,1023
18-24,"""Cornell Now Has More Active Title IX Investigations Than Any Other University | The Cornell Daily Sun""",1016,1016,0,0,0,0
35-44,"""Two Headliners Announced for Slope Day 2017 | The Cornell Daily Sun""",1016,0,0,0,1016,0
55-64,"""Hundreds of Cornell Students Occupy Willard Straight Hall After Delivering Demands to University | The Cornell Daily Sun""",1016,0,0,0,0,1016
18-24,"""Students Defend Fox-Proclaimed Liberal Biased Course | The Cornell Daily Sun""",1009,1009,0,0,0,0
35-44,"""Cornell Sues Former Head Football Coach for Over $100K | The Cornell Daily Sun""",1009,0,0,0,1009,0
45-54,"""Anti-Semitic Posters Appear on Ezra Cornell Statue, Campus Buildings | The Cornell Daily Sun""",1009,0,0,1009,0,0
55-64,"""Former Vice President Joe Biden Named 2017 Convocation Speaker | The Cornell Daily Sun""",1009,0,0,0,0,1009
18-24,"""Arrest Made After Body Found at Cornell Construction Site in Collegetown | The Cornell Daily Sun""",994,994,0,0,0,0
18-24,"""County Legislature Candidate Was Accused of Rape While at Cornell | The Cornell Daily Sun""",994,994,0,0,0,0
25-34,"""Foreign Government-Sponsored Hackers Breached ILR School in 2014 to Exact ‰Û÷Revenge‰Ûª Against U.S. | The Cornell Daily Sun""",994,0,994,0,0,0
35-44,"""First Chinese-Born NHL Draft Pick Commits to Cornell | The Cornell Daily Sun""",994,0,0,0,994,0
18-24,"""Arrested Cornell Student Apologizes for ‰Û÷Unacceptable and Inappropriate‰Ûª Language | The Cornell Daily Sun""",987,987,0,0,0,0
35-44,"""Maguire Dealerships Owner Sues City of Ithaca, Mayor Over Zoning | The Cornell Daily Sun""",987,0,0,0,987,0
35-44,"""Professors Cancel Class, Responding To ‰Û÷Shocking‰Ûª Election Results | The Cornell Daily Sun""",987,0,0,0,987,0
45-54,"""Cornell Classics Appointment Marks ‰Û÷Tectonic Shift‰Ûª for the Study of Classics | The Cornell Daily Sun""",987,0,0,987,0,0
25-34,"""Former Cornell Fraternity President Sentenced to Probation for Sex Offense | The Cornell Daily Sun""",980,0,980,0,0,0
55-64,"""Cornell Postdoc Found Dead in Adirondack Mountain River | The Cornell Daily Sun""",980,0,0,0,0,980
18-24,"""Does the Ivy League Discriminate Against Asian American Applicants? | The Cornell Daily Sun""",973,973,0,0,0,0
18-24,"""GUEST ROOM | Varsity Athletics: Is It Worth It? | The Cornell Daily Sun""",973,973,0,0,0,0
25-34,"""ICE Agents Arrest Man in Ithaca | The Cornell Daily Sun""",973,0,973,0,0,0
18-24,"""Student Assembly Narrowly Votes Down Resolution to Increase Faculty ‰Û÷Ideological Diversity‰Ûª | The Cornell Daily Sun""",966,966,0,0,0,0
25-34,"""Cornell Police Seek Help Identifying Suspects After Nearly $12,000 in Valuables Stolen | The Cornell Daily Sun""",966,0,966,0,0,0
45-54,"""Former Vice President Joe Biden Named 2017 Convocation Speaker | The Cornell Daily Sun""",966,0,0,966,0,0
45-54,"""Two Headliners Announced for Slope Day 2017 | The Cornell Daily Sun""",966,0,0,966,0,0
18-24,"""X Ambassadors Bringing Music Festival to Ithaca This Fall | The Cornell Daily Sun""",959,959,0,0,0,0
25-34,"""Man Shot on Ithaca Commons After Suspect Fires Into Crowd | The Cornell Daily Sun""",959,0,959,0,0,0
25-34,"""Cornell Student Remembered for Her ‰Û÷Passion for Inclusivity‰Ûª | The Cornell Daily Sun""",952,0,952,0,0,0
45-54,"""EDITORIAL: Vote ‰Û÷No‰Ûª on New York State Constitutional Convention | The Cornell Daily Sun""",952,0,0,952,0,0
18-24,"""Professors Cancel Class, Responding To ‰Û÷Shocking‰Ûª Election Results | The Cornell Daily Sun""",945,945,0,0,0,0
18-24,"""Students Protest Private Lecture, Calling It a ‰Û÷Safe Space for White Supremacy‰Ûª | The Cornell Daily Sun""",938,938,0,0,0,0
25-34,"""Cornell Suspends Third Fraternity in Just Over One Month | The Cornell Daily Sun""",938,0,938,0,0,0
18-24,"""HAGOPIAN | Ich Bin Ein Zeusian | The Cornell Daily Sun""",930,930,0,0,0,0
25-34,"""Photos: Students Shred, Sled to Celebrate Cornell‰Ûªs First Snow Day Since ‰Ûª07 | The Cornell Daily Sun""",930,0,930,0,0,0
35-44,"""Murder Suspect Identified, Held Without Bail | The Cornell Daily Sun""",930,0,0,0,930,0
18-24,"""Cornell University Revokes Recognition of Psi Upsilon Fraternity | The Cornell Daily Sun""",923,923,0,0,0,0
18-24,"""S.A. Member May Have Violated Ethics Rule at Protest, His Colleagues Say | The Cornell Daily Sun""",923,923,0,0,0,0
18-24,"""Weed Stench Not Enough to Search Pedestrians in Tompkins County, Judge Says | The Cornell Daily Sun""",923,923,0,0,0,0
18-24,"""Letter to the Editor: On a professor‰Ûªs misconduct | The Cornell Daily Sun""",916,916,0,0,0,0
18-24,"""Temple of Zeus Will Not be Renamed After Petition to ‰Û÷Keep Zeus Zeus!‰Ûª | The Cornell Daily Sun""",916,916,0,0,0,0
18-24,"""What I Got Out of Get Out | The Cornell Daily Sun""",909,909,0,0,0,0
35-44,"""Hundreds of Cornellians Walk Out of Class, Protesting Election‰Ûªs ‰Û÷Hate Speech‰Ûª | The Cornell Daily Sun""",902,0,0,0,902,0
18-24,"""‰Û÷Trust in Dustin‰Ûª Platform Seals The Deal: Dustin Liu ‰Ûª19 Elected Student Trustee | The Cornell Daily Sun""",895,895,0,0,0,0
35-44,"""Cornell Alumnus, HBO Producer Sent to Prison for Role in Doctor‰Ûªs Death | The Cornell Daily Sun""",895,0,0,0,895,0
35-44,"""Cornell Police Seek Help Identifying Suspects After Nearly $12,000 in Valuables Stolen | The Cornell Daily Sun""",895,0,0,0,895,0
18-24,"""Anti-Semitic Posters Appear at Cornell Advertising Apparently Fake Hate Group | The Cornell Daily Sun""",888,888,0,0,0,0
18-24,"""College-Age Woman Struck by Car on Cornell Campus | The Cornell Daily Sun""",888,888,0,0,0,0
18-24,"""Cornell Makes Top Ten in Wall Street Journal Rankings for Best Colleges | The Cornell Daily Sun""",888,888,0,0,0,0
25-34,"""News | The Cornell Daily Sun""",888,0,888,0,0,0
25-34,"""Wings Over Ithaca to Open in Collegetown This Week | The Cornell Daily Sun""",888,0,888,0,0,0
45-54,"""Expelled Cornell Student Used Fake Grades to Gain Admission to 3 Colleges | The Cornell Daily Sun""",888,0,0,888,0,0
18-24,"""RUSSELL | The Stewart Avenue Junkie Network | The Cornell Daily Sun""",881,881,0,0,0,0
45-54,"""Maguire Dealerships Owner Sues City of Ithaca, Mayor Over Zoning | The Cornell Daily Sun""",881,0,0,881,0,0
18-24,"""Collegetown Meal Plan to Launch in Fall | The Cornell Daily Sun""",874,874,0,0,0,0
18-24,"""The ‰ÛÏBad Hombres‰Ûù of Savageland | The Cornell Daily Sun""",874,874,0,0,0,0
25-34,"""Guwop Home! Gucci Mane to Perform at Cornell in March | The Cornell Daily Sun""",874,0,874,0,0,0
25-34,"""West Campus Residents ‰Û÷Stunned‰Ûª by Use of N-Word at House Dinner | The Cornell Daily Sun""",874,0,874,0,0,0
18-24,"""After Years of Planning, Anabel‰Ûªs Grocery Set to Open Sunday | The Cornell Daily Sun""",866,866,0,0,0,0
18-24,"""GUEST ROOM | We‰Ûªre #1, But For How Long? | The Cornell Daily Sun""",866,866,0,0,0,0
18-24,"""Police Release Mugshot of Cornell Student Arrested Following Collegetown Assault | The Cornell Daily Sun""",866,866,0,0,0,0
25-34,"""GUEST ROOM | Cornell Freshmen, Rush! | The Cornell Daily Sun""",866,0,866,0,0,0
35-44,"""Anti-Semitic Posters Appear on Ezra Cornell Statue, Campus Buildings | The Cornell Daily Sun""",866,0,0,0,866,0
35-44,"""Professor Publishes Anti-Union Email Days Before Election | The Cornell Daily Sun""",866,0,0,0,866,0
55-64,"""Cornell Police Seek Help Identifying Suspects After Nearly $12,000 in Valuables Stolen | The Cornell Daily Sun""",866,0,0,0,0,866
65+,"""Largest Witchcraft Collection in North America Opens at Cornell | The Cornell Daily Sun""",866,0,0,0,0,0
18-24,"""Man Accused of Walmart Murder Says He Killed Donald Trump | The Cornell Daily Sun""",859,859,0,0,0,0
45-54,"""Professors Cancel Class, Responding To ‰Û÷Shocking‰Ûª Election Results | The Cornell Daily Sun""",859,0,0,859,0,0
55-64,"""Suspect in Walmart Homicide Holed up in Residence After Shooting at Police | The Cornell Daily Sun""",859,0,0,0,0,859
65+,"""Man Fatally Shot, Run Over in Walmart Parking Lot, Witness Says | The Cornell Daily Sun""",859,0,0,0,0,0
65+,"""Missing Cornell Student Found Dead in Gorge | The Cornell Daily Sun""",859,0,0,0,0,0
25-34,"""Cornell Braces for 18 Inches of Snow From Winter Storm Stella | The Cornell Daily Sun""",852,0,852,0,0,0
25-34,"""Letter to the Editor: Prof. David Collum, Chemistry, is owed an apology and a retraction | The Cornell Daily Sun""",852,0,852,0,0,0
18-24,"""Cornell Data Science Launches Student-Led Training Course in Statistical Methods, Programming Languages | The Cornell Daily Sun""",845,845,0,0,0,0
18-24,"""Cornell Hillel to Host ‰Û÷How I Met Your Mother‰Ûª Star | The Cornell Daily Sun""",845,845,0,0,0,0
18-24,"""Hearing Board Clears Cornell Student Who Leaked Documents | The Cornell Daily Sun""",845,845,0,0,0,0
18-24,"""University Assembly Removes McBride ‰Ûª17 From Codes and Judicial Committee | The Cornell Daily Sun""",845,845,0,0,0,0
25-34,"""HU | Cut the Bullshit Already | The Cornell Daily Sun""",845,0,845,0,0,0
18-24,"""Cornell Professors to ‰Û÷Take a Knee‰Ûª in Solidarity with Athletes, Students | The Cornell Daily Sun""",838,838,0,0,0,0
18-24,"""Cornell‰Ûªs Class of 2020 Chosen From Record Number of Applicants | The Cornell Daily Sun""",838,838,0,0,0,0
18-24,"""Gucci Mane Lights Up Barton | The Cornell Daily Sun""",838,838,0,0,0,0
18-24,"""Pro-Palestine Protesters Disrupt Celebration of Israel Independence Day | The Cornell Daily Sun""",838,838,0,0,0,0
25-34,"""Cornell Makes Top Ten in Wall Street Journal Rankings for Best Colleges | The Cornell Daily Sun""",838,0,838,0,0,0
25-34,"""EDITORIAL: A Reckoning After Hate in Collegetown | The Cornell Daily Sun""",838,0,838,0,0,0
55-64,"""Cornell Classics Appointment Marks ‰Û÷Tectonic Shift‰Ûª for the Study of Classics | The Cornell Daily Sun""",838,0,0,0,0,838
18-24,"""Cornell Sues Former Head Football Coach for Over $100K | The Cornell Daily Sun""",831,831,0,0,0,0
45-54,"""Freshman‰Ûªs Video on Loneliness of College Transition Goes Viral | The Cornell Daily Sun""",831,0,0,831,0,0
55-64,"""Anti-Semitic Posters Appear on Ezra Cornell Statue, Campus Buildings | The Cornell Daily Sun""",831,0,0,0,0,831
25-34,"""The Solar Eclipse: What To Expect, Safety Tips, And More | The Cornell Daily Sun""",824,0,824,0,0,0
18-24,"""SEX ON THURSDAY | How to Give Mind-Blowing Head | The Cornell Daily Sun""",817,817,0,0,0,0
45-54,"""Deer Dies in Cornell Graduate Student Office After Leaping Through Rockefeller Hall Window | The Cornell Daily Sun""",817,0,0,817,0,0
65+,"""BSU Declares ‰Û÷State of Emergency,‰Ûª Cornell President Launches Initiatives Following Assault | The Cornell Daily Sun""",817,0,0,0,0,0
18-24,"""JAIN | Retracting a Former Column | The Cornell Daily Sun""",810,810,0,0,0,0
18-24,"""Pollack Reverses Cornell Decision, Reinstates International Student Work Program | The Cornell Daily Sun""",810,810,0,0,0,0
